Product Id,Weight (kg),Length (m),Width (m),Height (m)
123375,0,0,0,0
123396,0,0,0,0
123417,0.152,0.04,0.11,0.18
123438,0,0,0,0
123459,0.05,0.05,0.02,0.065
123480,0.15,0.17,0.1,0.05
123501,0,0,0,0
123522,0.05,0.22,0.18,0.055
123543,0.05,0.25,0.18,0.06
123564,0.05,0.22,0.18,0.055
123585,0.009,0.13,0.1,0.02
123606,0,0,0,0
123627,0,0,0,0
123648,0,0,0,0
123669,0,0,0,0
123690,0.66,0.085,0.085,0.12
123711,0.198,0.12,0.12,0.13
123732,0,0,0,0
123753,0,0,0,0
123774,0,0,0,0
123795,0,0,0,0
123816,0,0,0,0
123837,0,0,0,0
123858,0,0,0,0
123879,0,0,0,0
123900,0.15,0.09,0.07,0.04
123921,0,0,0,0
123942,0.078,0.27,0.08,0.07
123963,0.0294,0.09,0.05,0.15
123984,0.56,0.09,0.09,0.155
124005,0.055,0.09,0.09,0.15
124026,1.0084,0.14,0.07,0.28
124047,1.012,0.12,0.06,0.27
124068,1.005,0.15,0.08,0.28
124089,0.031,0.08,0.04,0.15
124110,0.416,0.085,0.04,0.265
124131,0.38,0.08,0.04,0.225
124152,1.11,0.0508,0.127,0.2794
124173,0.052,0.09,0.09,0.1524
124194,0.07,0.17,0.05,0.04
124215,0.554,0.09,0.05,0.22
124236,0,0,0,0
124257,0,0,0,0
124278,0,0,0,0
124299,0,0,0,0
124320,0,0,0,0
124341,0,0,0,0
124362,1.05,0.3556,0.2286,0.0762
124383,0.102,0.15,0.11,0.06
124404,0,0,0,0
124425,0.506,0.125,0.055,0.075
124446,0,0,0,0
124467,0.396,0.065,0.065,0.195
124488,0.25,0.08,0.08,0.04
124509,0.1,0.23,0.12,0.04
124530,0.5,0.3048,0.0762,0.0381
124551,1.3,0.29,0.16,0.17
124572,0,0,0,0
124593,2.1,0.24,0.16,0.15
124614,0,0,0,0
124635,1.7,0.2286,0.2286,0.1524
124656,0.26,0.25,0.15,0.1
124677,0.3,0.23,0.11,0.06
124698,0.4,0.16,0.16,0.07
124719,0,0,0,0
124740,0,0,0,0
124761,0,0,0,0
124782,0,0,0,0
124803,0,0,0,0
124824,0,0,0,0
124845,0.156,0.07,0.07,0.18
124866,0,0,0,0
124887,0,0,0,0
124908,0,0,0,0
124929,0.552,0.085,0.05,0.2
124950,0,0,0,0
124971,0.78,0.2,0.2,0.14
124992,0,0,0,0
125013,0,0,0,0
125034,0,0,0,0
125055,0.756,0.14,0.14,0.025
125076,0,0,0,0
125097,0,0,0,0
125118,0.066,0.17,0.025,0.17
125139,0,0,0,0
125160,0.026,0.38,0.001,0.03
125181,0.208,0.41,0.03,0.035
125202,0.14,0.37,0.015,0.03
125223,0,0,0,0
125244,0,0,0,0
125265,0,0,0,0
125286,0,0,0,0
125307,0,0,0,0
125328,0,0,0,0
125349,0,0,0,0
125370,0,0,0,0
125391,0,0,0,0
125412,0,0,0,0
125433,0,0,0,0
125454,0,0,0,0
125475,0,0,0,0
125496,0,0,0,0
125517,0,0,0,0
125538,0,0,0,0
125559,0,0,0,0
125580,1,0.22,0.18,0.5
125601,0,0,0,0
125622,0,0,0,0
125643,0,0,0,0
125664,0,0,0,0
125685,10.012,0.16,0.38,0.7
125706,0,0,0,0
125727,0,0,0,0
125748,0,0,0,0
125769,10.07,0.375,0.18,0.6
125790,3.044,0.275,0.085,0.45
125811,0,0,0,0
125832,0,0,0,0
125853,0,0,0,0
125874,0,0,0,0
125895,0,0,0,0
125916,0,0,0,0
125937,1,0.25,0.18,0.15
125958,0,0,0,0
125979,0,0,0,0
126000,0,0,0,0
126021,0,0,0,0
126042,0,0,0,0
126063,0,0,0,0
126084,0,0,0,0
126105,0,0,0,0
126126,0,0,0,0
126147,1,0.19,0.19,0.26
126168,1,0.19,0.19,0.26
126189,1,0.19,0.19,0.26
126210,1.003,0.17,0.15,0.09
126231,1.003,0.24,0.14,0.14
126252,0.75,0.17,0.17,0.08
126273,0.805,0.2286,0.2286,0.0762
126294,1.1,0.17,0.14,0.15
126315,1.2,0.27,0.2,0.1
126336,0,0,0,0
126357,1,0.2,0.11,0.1
126378,0,0,0,0
126399,0,0,0,0
126420,0,0,0,0
126441,0.7,0.22,0.18,0.17
126462,1,0.31,0.14,0.12
126483,1.5,0.18,0.17,0.17
126504,1.001,0.23,0.18,0.12
126525,0,0,0,0
126546,0,0,0,0
126567,0,0,0,0
126588,3.05,0.28,0.1,0.046
126609,0.45,0.08,0.08,0.11
126630,0,0,0,0
126651,0.481,0.08,0.08,0.12
126672,0.454,0.075,0.075,0.11
126693,10,0,0,0
126714,0,0,0,0
126735,0,0,0,0
126756,0,0,0,0
126777,0,0,0,0
126798,0,0,0,0
126819,0,0,0,0
126840,0,0,0,0
126861,0,0,0,0
126882,0,0,0,0
126903,0,0,0,0
126924,0,0,0,0
126945,10,0,0,1
126966,0.106,0.075,0.075,0.048
126987,0.054,0.06,0.06,0.03
127008,0.07,0.155,0.05,0.035
127029,0.038,0.13,0.04,0.025
127050,0,0,0,0
127071,0.06,0.14,0.055,0.035
127092,0.012,0.045,0.01,0.115
127113,0.061,0.14,0.055,0.035
127134,0.434,0.07,0.04,0.21
127155,0.218,0.06,0.03,0.168
127176,0.116,0.05,0.03,0.13
127197,0.108,0.08,0.04,0.18
127218,0,0,0,0
127239,0,0,0,0
127260,0,0,0,0
127281,0.218,0.06,0.04,0.17
127302,0,0,0,0
127323,0.408,0.07,0.035,0.21
127344,0,0,0,0
127365,0,0,0,0
127386,0.69,0.05,0.05,0.075
127407,0.081,0.055,0.045,0.195
127428,0.69,0.01,0.01,0.19
127449,0.434,0.07,0.04,0.21
127470,0.216,0.045,0.03,0.165
127491,0,0,0,0
127512,0.3,0.04,0.06,0.22
127533,0.31,0.08,0.08,0.19
127554,0.105,0.05,0.05,0.13
127575,0.174,0.1397,0.2286,0.1016
127596,0.122,0.19,0.05,0.03
127617,0.072,0.135,0.145,0.03
127638,0,0,0,0
127659,0.29,0.08,0.05,0.22
127680,0.21,0.045,0.19,0.04
127701,0.029,0.09,0.06,0.22
127722,0.119,0.055,0.025,0.145
127743,0,0,0,0
127764,0,0,0,0
127785,0,0,0,0
127806,0,0,0,0
127827,0,0,0,0
127848,0.028,0.12,0.005,0.13
127869,0.2,0.11,0.03,0.13
127890,0.21,0.025,0.115,0.17
127911,0.028,0.075,0.015,0.105
127932,1.008,0.1524,0.127,0.0762
127953,0.21,0.115,0.02,0.14
127974,0,0,0,0
127995,0.5,0.14,0.14,0.03
128016,0.216,0.03,0.12,0.13
128037,0.231,0.217,0.045,0.04
128058,0.062,0.05,0.03,0.1
128079,0.174,0.04,0.04,0.195
128100,0.102,0.09,0.05,0.03
128121,0.098,0.09,0.055,0.03
128142,0.184,0.1,0.065,0.03
128163,0,0,0,0
128184,0,0,0,0
128205,0,0,0,0
128226,0.02,0.18,0.12,0.04
128247,0.19,0.21,0.12,0.06
128268,0.104,0.065,0.03,0.16
128289,0.112,0.055,0.055,0.155
128310,0.272,0.06,0.04,0.2
128331,0.043,0.07,0.05,0.22
128352,0.075,0.06,0.045,0.07
128373,0.12,0.08,0.06,0.03
128394,0.048,0.18,0.07,0.05
128415,0.438,0.08,0.055,0.22
128436,0.112,0.055,0.032,0.15
128457,0.088,0.09,0.09,0.04
128478,0.063,0.045,0.05,0.07
128499,0,0,0,0
128520,0.454,0.07,0.04,
128541,0.334,0.08,0.04,0.19
128562,0.227,0.07,0.03,0.165
128583,0.12,0.055,0.02,0.16
128604,0.459,0.08,0.045,0.21
128625,0.452,0.08,0.08,0.215
128646,0.217,0.07,0.07,0.1905
128667,0.11,0.06,0.03,0.18
128688,0.056,0.06,0.035,0.055
128709,0.012,0.045,0.03,0.04
128730,0,0,0,0
128751,0,0,0,0
128772,0.075,0.085,0.055,0.03
128793,0.0152,0.105,0.07,0.04
128814,0.01,0.08,0.055,0.025
128835,0.0074,0.08,0.055,0.025
128856,0.01,0.09,0.07,0.03
128877,0,0,0,0
128898,0.04,0.11,0.04,0.02
128919,0.096,0.09,0.055,0.03
128940,0.266,0.08,0.04,0.195
128961,0,0,0,0
128982,0.0272,0.07,0.07,0.2
129003,0,0,0,0
129024,0.011,0.08,0.06,0.035
129045,0,0,0,0
129066,0,0,0,0
129087,0.108,0.085,0.06,0.04
129108,0,0,0,0
129129,0.73,0.11,0.07,0.24
129150,0,0,0,0
129171,0.267,0.07,0.04,0.18
129192,0.178,0.105,0.105,0.035
129213,0,0,0,0
129234,0.0061,0.13,0.05,0.03
129255,0.0114,0.06,0.03,0.16
129276,0.3,0.06,0.042,0.195
129297,0,0,0,0
129318,0.798,0.115,0.05,0.235
